full_name,abbr_name,start_time,end_time,semester,year,prof,school,course
Introduction to Africa,AAAS 103,12:30,01:45 PM,Spring2023,2023,"Ojiambo, Peter",1,1
Intro African-American Studies,AAAS 104,APPT,,Spring2023,2023,"Alexander, Shawn",1,2
Intro to African History,AAAS 105,11:00,12:15 PM,Spring2023,2023,"Ochwada, Hannington",1,3
Intro to African History,AAAS 105,APPT,,Spring2023,2023,"Ochwada, Hannington",1,3
Introdctn West African History,AAAS 160,03:00,04:15 PM,Spring2023,2023,"Ochwada, Hannington",1,4
Directed Studies,AAAS 200,APPT,,Spring2023,2023,"Alexander, Shawn",1,5
Directed Studies,AAAS 200,APPT,,Spring2023,2023,"Bolden, Anthony",1,5
Directed Studies,AAAS 200,APPT,,Spring2023,2023,"Rhine, Kathryn",1,5
Directed Studies,AAAS 200,APPT,,Spring2023,2023,"Gerschultz, Jessica",1,5
Directed Studies,AAAS 200,APPT,,Spring2023,2023,"Jelks, Randal",1,5
Directed Studies,AAAS 200,APPT,,Spring2023,2023,"MacGonagle, Elizabeth",1,5
Directed Studies,AAAS 200,APPT,,Spring2023,2023,"Ojiambo, Peter",1,5
Directed Studies,AAAS 200,APPT,,Spring2023,2023,"Pennington, Dorthy",1,5
Directed Studies,AAAS 200,APPT,,Spring2023,2023,"Ukpokodu, Peter",1,5
Culture and Health,AAAS 203,APPT,,Spring2023,2023,"Rhine, Kathryn",1,6
Culture and Health,AAAS 203,APPT,,Spring2023,2023,"Henderson, Hazlett; Rhine, Kathryn; Adela, Charity; Fidelis, Godson",1,6
Culture and Health,AAAS 203,APPT,,Spring2023,2023,"Henderson, Hazlett; Rhine, Kathryn; Adela, Charity; Fidelis, Godson",1,6
Culture and Health,AAAS 203,APPT,,Spring2023,2023,"Henderson, Hazlett; Rhine, Kathryn; Adela, Charity; Fidelis, Godson",1,6
"Culture and Health, Honors",AAAS 204,02:00,02:50 PM,Spring2023,2023,"Rhine, Kathryn",1,7
Intro to Translation & Theory,AAAS 250,11:00,12:15 PM,Spring2023,2023,"Dickey, Stephen",1,8
Black Expr U.S. Since Emancptn,AAAS 306,11:00,12:15 PM,Spring2023,2023,"Jelks, Randal",1,9
Mnistr&Mgcns:Blck Rel Slav Prs,AAAS 316,02:00,02:50 PM,Spring2023,2023,"Schwaller, Rachel",1,10
African Studies In:,AAAS 320,04:30,06:00 PM,Spring2023,2023,"EL HAIMEUR, AMAL",1,11
African Studies In:,AAAS 320,APPT,,Spring2023,2023,"Ukpokodu, Peter",1,11
African Studies In:,AAAS 320,11:00,12:15 PM,Spring2023,2023,"Ukpokodu, Peter",1,11
African Studies In:,AAAS 320,APPT,,Spring2023,2023,"Yeku, James",1,11
African Studies In:,AAAS 320,01:00,02:15 PM,Spring2023,2023,"De Andrade Tosta, Antonio",1,11
African-American Studies In:,AAAS 323,11:00,12:15 PM,Spring2023,2023,"Pennington, Dorthy",1,12
African-American Studies In:,AAAS 323,APPT,,Spring2023,2023,"Ukpokodu, Peter",1,12
African-American Studies In:,AAAS 323,APPT,,Spring2023,2023,"Hines, Dorothy",1,12
African-American Studies In:,AAAS 323,APPT,,Spring2023,2023,"Yeku, James",1,12
African-American Studies In:,AAAS 323,APPT,,Spring2023,2023,"Hines, Dorothy",1,12
Popular Black Music,AAAS 325,APPT,,Spring2023,2023,"Leslie-Canty, Teresa",1,13
Introdction African Literature,AAAS 332,09:00,10:15 AM,Spring2023,2023,"Yeku, James",1,14
Africa's Human Geographies,AAAS 351,09:30,10:45 AM,Spring2023,2023,"Morris, Julie",1,15
Modern&Contmprary Afrcn Art,AAAS 353,APPT,,Spring2023,2023,"Gerschultz, Jessica",1,16
African Theatre and Drama,AAAS 355,11:00,12:15 PM,Spring2023,2023,"Ukpokodu, Peter",1,17
Readings in:,AAAS 400,APPT,,Spring2023,2023,"Alexander, Shawn",1,18
Readings in:,AAAS 400,APPT,,Spring2023,2023,"Bolden, Anthony",1,18
Readings in:,AAAS 400,APPT,,Spring2023,2023,"Gerschultz, Jessica",1,18
Readings in:,AAAS 400,APPT,,Spring2023,2023,"Jelks, Randal",1,18
Readings in:,AAAS 400,APPT,,Spring2023,2023,"MacGonagle, Elizabeth",1,18
Readings in:,AAAS 400,APPT,,Spring2023,2023,"Ojiambo, Peter",1,18
Readings in:,AAAS 400,APPT,,Spring2023,2023,"Pennington, Dorthy",1,18
Readings in:,AAAS 400,APPT,,Spring2023,2023,"Ukpokodu, Peter",1,18
Women and Islam,AAAS 415,APPT,,Spring2023,2023,"Benbaba, Asmaa",1,19
Topc&Probm Africn&Afr-Amr Stds,AAAS 460,APPT,,Spring2023,2023,"Alexander, Shawn",1,20
Topc&Probm Africn&Afr-Amr Stds,AAAS 460,APPT,,Spring2023,2023,"Bolden, Anthony",1,20
Topc&Probm Africn&Afr-Amr Stds,AAAS 460,APPT,,Spring2023,2023,"Gerschultz, Jessica",1,20
Topc&Probm Africn&Afr-Amr Stds,AAAS 460,APPT,,Spring2023,2023,"Jelks, Randal",1,20
Topc&Probm Africn&Afr-Amr Stds,AAAS 460,APPT,,Spring2023,2023,"MacGonagle, Elizabeth",1,20
Topc&Probm Africn&Afr-Amr Stds,AAAS 460,APPT,,Spring2023,2023,"Ojiambo, Peter",1,20
Topc&Probm Africn&Afr-Amr Stds,AAAS 460,APPT,,Spring2023,2023,"Pennington, Dorthy",1,20
Topc&Probm Africn&Afr-Amr Stds,AAAS 460,APPT,,Spring2023,2023,"Ukpokodu, Peter",1,20
Field Experience,AAAS 496,APPT,,Spring2023,2023,"Alexander, Shawn",1,21
Field Experience,AAAS 496,APPT,,Spring2023,2023,"Bolden, Anthony",1,21
Field Experience,AAAS 496,APPT,,Spring2023,2023,"Gerschultz, Jessica",1,21
Field Experience,AAAS 496,APPT,,Spring2023,2023,"Jelks, Randal",1,21
Field Experience,AAAS 496,APPT,,Spring2023,2023,"MacGonagle, Elizabeth",1,21
Field Experience,AAAS 496,APPT,,Spring2023,2023,"Ojiambo, Peter",1,21
Field Experience,AAAS 496,APPT,,Spring2023,2023,"Pennington, Dorthy",1,21
Field Experience,AAAS 496,APPT,,Spring2023,2023,"MacGonagle, Elizabeth; Rhine, Kathryn; De Andrade Tosta, Antonio",1,21
Field Experience,AAAS 496,APPT,,Spring2023,2023,"Ukpokodu, Peter",1,21
Directed Language Study:,AAAS 502,APPT,,Spring2023,2023,"Correa Fernandes, Marie",1,22
Directed Language Study:,AAAS 502,11:00,11:50 AM,Spring2023,2023,"EL HAIMEUR, AMAL",1,22
Directed Language Study:,AAAS 502,09:00,09:50 AM,Spring2023,2023,"Pembe, Hilda",1,22
Directed Language Study:,AAAS 502,09:30,10:45 AM,Spring2023,2023,"Pembe, Hilda",1,22
Directed Language Study:,AAAS 502,APPT,,Spring2023,2023,"Correa Fernandes, Marie",1,22
Directed Language Study:,AAAS 502,09:30,10:45 AM,Spring2023,2023,"Benbaba, Asmaa",1,22
Directed Language Study:,AAAS 502,09:00,09:50 AM,Spring2023,2023,"Benbaba, Asmaa",1,22
Directed Language Study:,AAAS 503,12:30,01:45 PM,Spring2023,2023,"EL HAIMEUR, AMAL",1,23
Directed Language Study:,AAAS 503,APPT,,Spring2023,2023,"Correa Fernandes, Marie",1,23
Directed Language Study:,AAAS 503,APPT,,Spring2023,2023,"Correa Fernandes, Marie",1,23
Directed Language Study:,AAAS 503,11:00,12:15 PM,Spring2023,2023,"Pembe, Hilda",1,23
Directed Language Study I:,AAAS 504,11:00,12:15 PM,Spring2023,2023,"Benbaba, Asmaa",1,24
Directed Language Study I:,AAAS 504,APPT,,Spring2023,2023,"Correa Fernandes, Marie",1,24
Directed Language Study II:,AAAS 505,11:00,12:15 PM,Spring2023,2023,"Benbaba, Asmaa",1,25
Directed Language Study II:,AAAS 505,APPT,,Spring2023,2023,"Correa Fernandes, Marie",1,25
Directed Language Study II:,AAAS 505,11:00,12:15 PM,Spring2023,2023,"Pembe, Hilda",1,25
African Studies in:,AAAS 520,11:00,12:15 PM,Spring2023,2023,"Ukpokodu, Peter",1,26
African Studies in:,AAAS 520,APPT,,Spring2023,2023,"Leslie-Canty, Teresa",1,26
African Studies in:,AAAS 520,APPT,,Spring2023,2023,"Gerschultz, Jessica",1,26
African-American Studies in:,AAAS 523,11:00,12:15 PM,Spring2023,2023,"Pennington, Dorthy",1,27
The Rhetoric of Black Americns,AAAS 534,01:00,02:15 PM,Spring2023,2023,"Pennington, Dorthy",1,28
Senior Seminar in:,AAAS 550,04:30,07:00 PM,Spring2023,2023,"Bolden, Anthony",1,29
Sexuality&Gender Africa Histry,AAAS 598,12:30,01:45 PM,Spring2023,2023,"Ochwada, Hannington",1,30
Investigation and Conference,AAAS 690,APPT,,Spring2023,2023,"Alexander, Shawn",1,31
Investigation and Conference,AAAS 690,APPT,,Spring2023,2023,"Bolden, Anthony",1,31
Investigation and Conference,AAAS 690,APPT,,Spring2023,2023,"Correa Fernandes, Marie",1,31
Investigation and Conference,AAAS 690,APPT,,Spring2023,2023,"Hines, Dorothy",1,31
Investigation and Conference,AAAS 690,APPT,,Spring2023,2023,"Gerschultz, Jessica",1,31
Investigation and Conference,AAAS 690,APPT,,Spring2023,2023,"Jelks, Randal",1,31
Investigation and Conference,AAAS 690,APPT,,Spring2023,2023,"MacGonagle, Elizabeth",1,31
Investigation and Conference,AAAS 690,APPT,,Spring2023,2023,"Ojiambo, Peter",1,31
Investigation and Conference,AAAS 690,APPT,,Spring2023,2023,"Pennington, Dorthy",1,31
Investigation and Conference,AAAS 690,APPT,,Spring2023,2023,"Ukpokodu, Peter",1,31
Honors Project in:,AAAS 695,APPT,,Spring2023,2023,"Alexander, Shawn",1,32
Honors Project in:,AAAS 695,APPT,,Spring2023,2023,"Bolden, Anthony",1,32
Honors Project in:,AAAS 695,APPT,,Spring2023,2023,"Gerschultz, Jessica",1,32
Honors Project in:,AAAS 695,APPT,,Spring2023,2023,"Jelks, Randal",1,32
Honors Project in:,AAAS 695,APPT,,Spring2023,2023,"MacGonagle, Elizabeth",1,32
Honors Project in:,AAAS 695,APPT,,Spring2023,2023,"Ojiambo, Peter",1,32
Honors Project in:,AAAS 695,APPT,,Spring2023,2023,"Pennington, Dorthy",1,32
Honors Project in:,AAAS 695,APPT,,Spring2023,2023,"Ukpokodu, Peter",1,32
Introd Applied Behavrl Science,ABSC 100,APPT,,Spring2023,2023,"Reed, Derek",1,33
Introd Applied Behavrl Science,ABSC 100,03:00,04:15 PM,Spring2023,2023,"Reed, Derek",1,33
Introd Applied Behavrl Science,ABSC 100,08:00,09:15 AM,Spring2023,2023,"Cao, Anne",1,33
Introd Applied Behavrl Science,ABSC 100,09:30,10:45 AM,Spring2023,2023,"Cao, Anne",1,33
Introd Applied Behavrl Science,ABSC 100,01:00,02:15 PM,Spring2023,2023,"Oda, Fernanda",1,33
Introd Applied Behavrl Science,ABSC 100,02:30,03:45 PM,Spring2023,2023,"Oda, Fernanda",1,33
Introd Applied Behavrl Science,ABSC 100,09:30,10:45 AM,Spring2023,2023,"Oda, Fernanda",1,33
Introd Applied Behavrl Science,ABSC 100,01:00,02:15 PM,Spring2023,2023,"Cao, Anne",1,33
Introd Applied Behavrl Science,ABSC 100,02:30,03:45 PM,Spring2023,2023,"Cao, Anne",1,33
Introd Applied Behavrl Science,ABSC 100,04:00,05:15 PM,Spring2023,2023,"Oda, Fernanda",1,33
Appld Behvior Anlysis Prctitnr,ABSC 110,APPT,,Spring2023,2023,"Bartle, Grace",1,34
Community Leadership,ABSC 150,APPT,,Spring2023,2023,"Thompson, Jomella",1,35
"Community Leadership, Honors",ABSC 151,APPT,,Spring2023,2023,"Thompson, Jomella",1,36
Intro Child Behavior&Develpmnt,ABSC 160,APPT,,Spring2023,2023,"Reed, Florence",1,37
Intro Child Behavior&Develpmnt,ABSC 160,APPT,,Spring2023,2023,"Reed, Florence",1,37
Human Development,ABSC 250,APPT,,Spring2023,2023,"Schmalzried, RaLynn",1,38
Human Development,ABSC 250,APPT,,Spring2023,2023,"Schmalzried, RaLynn",1,38
Human Development,ABSC 250,APPT,,Spring2023,2023,"Kelton, Robyn",1,38
Human Development,ABSC 250,APPT,,Spring2023,2023,"Kelton, Robyn",1,38
Human Development,ABSC 250,APPT,,Spring2023,2023,"Kelton, Robyn",1,38
Human Development,ABSC 250,APPT,,Spring2023,2023,"Kelton, Robyn",1,38
Prin&Procedr Behavrl Intervtns,ABSC 304,08:00,08:50 AM,Spring2023,2023,"Braren, J Turner",1,39
Research Methods & Application,ABSC 308,12:30,01:50 PM,Spring2023,2023,"Schneider, Tadd",1,40
Research Methods & Application,ABSC 308,01:00,01:50 PM,Spring2023,2023,"Schneider, Tadd",1,40
Research Methods & Application,ABSC 308,APPT,,Spring2023,2023,"Schneider, Tadd",1,40
Child Life: Theory & Practice,ABSC 309,01:00,04:00 PM,Spring2023,2023,"Daniels, Leslie",1,41
Building Healthy Communities,ABSC 310,02:30,04:50 PM,Spring2023,2023,"Francisco, Vincent",1,42
"Buildg Healthy Communities,Hnr",ABSC 311,02:30,04:50 PM,Spring2023,2023,"Francisco, Vincent",1,43
Behvrl Treatmnt Childrn Autism,ABSC 350,08:00,09:15 AM,Spring2023,2023,"Neidert, Pamela; Wang, Zi",1,44
"Drugs, Addiction, and Behavior",ABSC 360,02:30,03:45 PM,Spring2023,2023,"Amlung, Michael",1,45
"Drugs, Addiction, and Behavior",ABSC 360,APPT,,Spring2023,2023,"Lecomte, Robert",1,45
Behvrl Apprchs Wrkng Adolscnts,ABSC 410,10:00,10:50 AM,Spring2023,2023,"Dachman, Kelsey",1,46
Tchg Apprentcshp Apld Behv Sci,ABSC 425,APPT,,Spring2023,2023,"Reed, Derek",1,47
Curriclm Devlpmt Young Childrn,ABSC 444,12:00,12:50 PM,Spring2023,2023,"Harrison, Kelley",1,48
Special Topics in:,ABSC 469,10:00,12:00 PM,Spring2023,2023,"Bridges, Kristina",1,49
Special Topics in:,ABSC 469,APPT,,Spring2023,2023,"Dozier, Claudia",1,49
Special Topics in:,ABSC 469,APPT,,Spring2023,2023,"Morris, Edward",1,49
Special Topics in:,ABSC 469,APPT,,Spring2023,2023,"Neidert, Pamela",1,49
Special Topics in:,ABSC 469,APPT,,Spring2023,2023,"Thompson, Jomella",1,49
Special Topics in:,ABSC 469,APPT,,Spring2023,2023,"Vernberg, Eric",1,49
Special Topics in:,ABSC 469,09:30,10:45 AM,Spring2023,2023,"Mosconi, Matthew",1,49
Orgnizatnl Behavior Managmnt,ABSC 470,09:00,10:15 AM,Spring2023,2023,"Ruby, Sandra",1,50
Directed Readings in:,ABSC 489,APPT,,Spring2023,2023,"Morris, Edward",1,51
Directed Readings in:,ABSC 489,APPT,,Spring2023,2023,"Dozier, Claudia",1,51
Directed Readings in:,ABSC 489,APPT,,Spring2023,2023,"Morris, Edward",1,51
Directed Readings in:,ABSC 489,APPT,,Spring2023,2023,"Neidert, Pamela",1,51
Directed Readings in:,ABSC 489,APPT,,Spring2023,2023,"Steele Jr, Ric",1,51
Directed Readings in:,ABSC 489,APPT,,Spring2023,2023,"Thompson, Jomella",1,51
Directed Readings in:,ABSC 489,APPT,,Spring2023,2023,"Vernberg, Eric",1,51
Directed Research in:,ABSC 499,APPT,,Spring2023,2023,"Amlung, Michael",1,52
Directed Research in:,ABSC 499,APPT,,Spring2023,2023,"Dozier, Claudia",1,52
Directed Research in:,ABSC 499,APPT,,Spring2023,2023,"Morris, Edward",1,52
Directed Research in:,ABSC 499,APPT,,Spring2023,2023,"Neidert, Pamela",1,52
Directed Research in:,ABSC 499,APPT,,Spring2023,2023,"Reed, Derek",1,52
Directed Research in:,ABSC 499,APPT,,Spring2023,2023,"Reed, Florence",1,52
Directed Research in:,ABSC 499,APPT,,Spring2023,2023,"Dachman, Kelsey",1,52
Directed Research in:,ABSC 499,APPT,,Spring2023,2023,"Steele Jr, Ric",1,52
Directed Research in:,ABSC 499,APPT,,Spring2023,2023,"Thompson, Jomella",1,52
Directed Research in:,ABSC 499,APPT,,Spring2023,2023,"Vernberg, Eric",1,52
Directed Research in:,ABSC 499,APPT,,Spring2023,2023,"Kuhn, Robin",1,52
"Contmp Bhvrl Sci:Hst,Cncp&Cmpr",ABSC 509,12:30,01:45 PM,Spring2023,2023,"Graham, Madison",1,53
Developmental Psychopathology,ABSC 535,09:30,10:45 AM,Spring2023,2023,"Baca, Selena",1,54
Hnr&Thsis  Appld Bhvrl Science,ABSC 599,APPT,,Spring2023,2023,"Amlung, Michael",1,55
Hnr&Thsis  Appld Bhvrl Science,ABSC 599,APPT,,Spring2023,2023,"Morris, Edward",1,55
Hnr&Thsis  Appld Bhvrl Science,ABSC 599,APPT,,Spring2023,2023,"Neidert, Pamela",1,55
Hnr&Thsis  Appld Bhvrl Science,ABSC 599,APPT,,Spring2023,2023,"Reed, Derek",1,55
Spcl Projects in the Community,ABSC 606,APPT,,Spring2023,2023,"Francisco, Vincent",1,56
Spcl Projects in the Community,ABSC 606,APPT,,Spring2023,2023,"Reed, Florence",1,56
Spcl Projects in the Community,ABSC 606,APPT,,Spring2023,2023,"Thompson, Jomella",1,56
Pctm Inf-Tdlr Cr&Erly Intrvn I,ABSC 675,APPT,,Spring2023,2023,"Harrison, Kelley",1,57
Pctm Inf-Tod Cr&Erly Intrvn II,ABSC 676,APPT,,Spring2023,2023,"Harrison, Kelley",1,58
Prac Preschl Eductn&Intrvntn I,ABSC 677,APPT,,Spring2023,2023,"Harrison, Kelley",1,59
Prc Preschl Eductn&Intrvntn II,ABSC 678,APPT,,Spring2023,2023,"Harrison, Kelley",1,60
Prct Bhvr-Anl Rsh Erly Chld Ed,ABSC 679,APPT,,Spring2023,2023,"Dozier, Claudia",1,61
Prct Bhvr-Anl Rsh Erly Chld Ed,ABSC 679,APPT,,Spring2023,2023,"Neidert, Pamela",1,61
Prc Adv Lab Dv Bh Tr Chd Autsm,ABSC 680,APPT,,Spring2023,2023,"Harrison, Kelley",1,62
Orgniztnl Behavior Mgmt Practm,ABSC 682,12:00,02:00 PM,Spring2023,2023,"Reed, Florence",1,63
Prc Cmty-bd Trt Prg Disab Adlt,ABSC 685,APPT,,Spring2023,2023,"Dozier, Claudia",1,64
Prc Commnity Health&Developmnt,ABSC 690,02:00,04:00 PM,Spring2023,2023,"Thompson, Valerie",1,65
Prc Commnity Health&Developmnt,ABSC 690,APPT,,Spring2023,2023,"Thompson, Jomella",1,65
"Prc Commnty Health&Devlpmnt,Hn",ABSC 691,02:00,04:00 PM,Spring2023,2023,"Thompson, Valerie",1,66
Practicum in Basic Research,ABSC 692,APPT,,Spring2023,2023,"Reed, Derek",1,67
Practicum in Basic Research,ABSC 692,APPT,,Spring2023,2023,"Amlung, Michael",1,67
Prac Historcl&Conceptl Foundtn,ABSC 693,APPT,,Spring2023,2023,"Reed, Derek",1,68
Practicum in Juvenile Problems,ABSC 694,11:00,11:50 AM,Spring2023,2023,"Dachman, Kelsey",1,69
Special Practicum in:,ABSC 695,APPT,,Spring2023,2023,"Dozier, Claudia",1,70
Special Practicum in:,ABSC 695,APPT,,Spring2023,2023,"Steele Jr, Ric",1,70
Special Practicum in:,ABSC 695,APPT,,Spring2023,2023,"Vernberg, Eric",1,70
"Special Practicum in, Honors:",ABSC 696,APPT,,Spring2023,2023,"Dozier, Claudia",1,71
"Special Practicum in, Honors:",ABSC 696,APPT,,Spring2023,2023,"Steele Jr, Ric",1,71
"Special Practicum in, Honors:",ABSC 696,APPT,,Spring2023,2023,"Vernberg, Eric",1,71
Special Research Practicum in:,ABSC 698,APPT,,Spring2023,2023,"Steele Jr, Ric",1,72
Special Research Practicum in:,ABSC 698,APPT,,Spring2023,2023,"Vernberg, Eric",1,72
"Special Research Practicum,Hnr",ABSC 699,APPT,,Spring2023,2023,"Steele Jr, Ric",1,73
Fundamentals Financial Acctng,ACCT 200,09:30,10:45 AM,Spring2023,2023,"Green, Rachel",1,74
Fundamentals Financial Acctng,ACCT 200,04:00,05:50 PM,Spring2023,2023,"Fimian, Molly",1,74
Fundamentals Financial Acctng,ACCT 200,04:00,05:50 PM,Spring2023,2023,"Ostrowski, Jack",1,74
Fundamentals Financial Acctng,ACCT 200,04:00,05:50 PM,Spring2023,2023,"Fritz, Luke",1,74
Fundamentals Financial Acctng,ACCT 200,04:00,05:50 PM,Spring2023,2023,"DeNunzio, Eleanor",1,74
Fundamentals Financial Acctng,ACCT 200,04:00,05:50 PM,Spring2023,2023,"Kaur, Jasmeet",1,74
Fundamentals Financial Acctng,ACCT 200,08:00,09:50 AM,Spring2023,2023,"Rinke, Samuel",1,74
Fundamentals Financial Acctng,ACCT 200,08:00,09:50 AM,Spring2023,2023,"Kaur, Jasmeet",1,74
Fundamentals Financial Acctng,ACCT 200,10:00,11:50 AM,Spring2023,2023,"Barreca, Sophie",1,74
Fundamentals Financial Acctng,ACCT 200,10:00,11:50 AM,Spring2023,2023,"Ostrowski, Jack",1,74
Fundamentals Financial Acctng,ACCT 200,10:00,11:50 AM,Spring2023,2023,"Arends, Curt",1,74
Fundamentals Financial Acctng,ACCT 200,10:00,11:50 AM,Spring2023,2023,"DeNunzio, Eleanor",1,74
Fundamentals Financial Acctng,ACCT 200,10:00,11:50 AM,Spring2023,2023,"Fimian, Molly",1,74
Fundamentals Financial Acctng,ACCT 200,10:00,11:50 AM,Spring2023,2023,"Mitchell, Joseph",1,74
Fundamentals Financial Acctng,ACCT 200,12:00,01:50 PM,Spring2023,2023,"Arends, Curt",1,74
Fundamentals Financial Acctng,ACCT 200,12:00,01:50 PM,Spring2023,2023,"Mitchell, Joseph",1,74
Fundamentals Financial Acctng,ACCT 200,12:00,01:50 PM,Spring2023,2023,"Barreca, Sophie",1,74
Fundamentals Financial Acctng,ACCT 200,12:00,01:50 PM,Spring2023,2023,,1,74
Managerial Accounting I,ACCT 201,12:00,12:50 PM,Spring2023,2023,"Arpin, Joshua",1,75
Managerial Accounting I,ACCT 201,05:50,07:50 PM,Spring2023,2023,"Arpin, Joshua",1,75
Managerial Accounting I,ACCT 201,04:00,05:15 PM,Spring2023,2023,"Joos, Alex",1,75
Managerial Accounting I,ACCT 201,04:00,05:15 PM,Spring2023,2023,"Cleveland, Megan",1,75
Managerial Accounting I,ACCT 201,05:30,06:45 PM,Spring2023,2023,"Joos, Alex",1,75
Managerial Accounting I,ACCT 201,05:30,06:45 PM,Spring2023,2023,"Outlaw, Amanda",1,75
Managerial Accounting I,ACCT 201,09:00,10:15 AM,Spring2023,2023,"Williams, Azhai",1,75
Managerial Accounting I,ACCT 201,09:00,10:15 AM,Spring2023,2023,"Berry, Andrew",1,75
Managerial Accounting I,ACCT 201,10:30,11:45 AM,Spring2023,2023,"Berry, Andrew",1,75
Managerial Accounting I,ACCT 201,10:30,11:45 AM,Spring2023,2023,"Williams, Azhai",1,75
Managerial Accounting I,ACCT 201,10:30,11:45 AM,Spring2023,2023,"Phillips, Emma",1,75
Managerial Accounting I,ACCT 201,10:30,11:45 AM,Spring2023,2023,"Ross, Kyeisha",1,75
Managerial Accounting I,ACCT 201,12:00,01:15 PM,Spring2023,2023,"Mans, Kathryn",1,75
Managerial Accounting I,ACCT 201,12:00,01:15 PM,Spring2023,2023,"Storbeck, Henry",1,75
Managerial Accounting I,ACCT 201,12:00,01:15 PM,Spring2023,2023,"Ross, Kyeisha",1,75
Managerial Accounting I,ACCT 201,12:00,01:15 PM,Spring2023,2023,"Jozwiakowski, Kate",1,75
Managerial Accounting I,ACCT 201,12:00,01:15 PM,Spring2023,2023,"Phillips, Emma",1,75
Managerial Accounting I,ACCT 201,09:30,10:20 AM,Spring2023,2023,"Arpin, Joshua",1,75
Managerial Accounting I,ACCT 201,05:50,07:50 PM,Spring2023,2023,"Arpin, Joshua",1,75
Managerial Accounting I,ACCT 201,04:00,05:15 PM,Spring2023,2023,"Outlaw, Amanda",1,75
Survey of Accounting,ACCT 205,04:00,05:15 PM,Spring2023,2023,"Whisenant, Scott",1,76
Intro Accounting Profession,ACCT 230,APPT,,Spring2023,2023,"Phillips, Alee",1,77
Financial Analysis & Analytics,ACCT 313,01:00,02:15 PM,Spring2023,2023,"Arpin, Joshua",1,78
Intermediate Accounting I,ACCT 320,09:30,10:45 AM,Spring2023,2023,"Stack, Kristin",1,79
Intermediate Accounting I,ACCT 320,11:00,12:15 PM,Spring2023,2023,"Stack, Kristin",1,79
Intermediate Accounting I,ACCT 320,01:00,02:15 PM,Spring2023,2023,"Stack, Kristin",1,79
Intermediate Accountng Finance,ACCT 321,09:30,10:45 AM,Spring2023,2023,"Morriss Jr, Lawrence",1,80
Intermediate Accountng Finance,ACCT 321,11:00,12:15 PM,Spring2023,2023,"Morriss Jr, Lawrence",1,80
Managerial Accounting II,ACCT 325,01:00,02:15 PM,Spring2023,2023,"Lill, Jeremy",1,81
Managerial Accounting II,ACCT 325,02:30,03:45 PM,Spring2023,2023,"Lill, Jeremy",1,81
Managerial Accounting II,ACCT 325,04:00,05:15 PM,Spring2023,2023,"Lill, Jeremy",1,81
Introduction to Taxation,ACCT 330,11:00,12:15 PM,Spring2023,2023,"Falk, Michael",1,82
Introduction to Taxation,ACCT 330,11:00,12:15 PM,Spring2023,2023,"Falk, Michael",1,82
Introduction to Taxation,ACCT 330,09:30,10:45 AM,Spring2023,2023,"Falk, Michael",1,82
Intermediate Accounting II,ACCT 410,09:30,10:45 AM,Spring2023,2023,"Phillips, Alee",1,83
Intermediate Accounting II,ACCT 410,11:00,12:15 PM,Spring2023,2023,"Masli, Adi",1,83
"Intermedte Accounting II, Hnrs",ACCT 411,11:00,12:15 PM,Spring2023,2023,"Phillips, Alee",1,84
Accounting Information Systems,ACCT 425,01:00,02:15 PM,Spring2023,2023,"Best, Mark",1,85
Accnting Professnl Communictns,ACCT 515,09:30,12:00 PM,Spring2023,2023,"Scroggins, Lana",1,86
Introduction to Auditing,ACCT 543,11:00,12:15 PM,Spring2023,2023,"Whisenant, Scott",1,87
Introduction to Auditing,ACCT 543,05:50,07:50 PM,Spring2023,2023,"Whisenant, Scott",1,87
Introduction to Auditing,ACCT 543,05:50,07:50 PM,Spring2023,2023,"Whisenant, Scott",1,87
Introduction to Auditing,ACCT 543,09:30,10:45 AM,Spring2023,2023,"Whisenant, Scott",1,87
Introduction to Auditing,ACCT 543,05:50,07:50 PM,Spring2023,2023,"Whisenant, Scott",1,87
Introduction to Auditing,ACCT 543,05:50,07:50 PM,Spring2023,2023,"Whisenant, Scott",1,87
Advanced Taxation,ACCT 545,01:15,02:30 PM,Spring2023,2023,"Whisenant, Lori",1,88
Advanced Taxation,ACCT 545,APPT,,Spring2023,2023,"Whisenant, Lori",1,88
Advanced Taxation,ACCT 545,APPT,,Spring2023,2023,"Whisenant, Lori",1,88
Internship in Accounting,ACCT 599,APPT,,Spring2023,2023,"Crabb, Kelvie",1,89
Foundations in UI/UX Design,ADS 300,04:00,05:15 PM,Spring2023,2023,"Park, Hyuna",1,90
KU Design Symposium,ADS 320,06:00,08:00 PM,Spring2023,2023,"Hossler, Tim",1,91
KU Design Symposium,ADS 320,06:00,08:00 PM,Spring2023,2023,"Hossler, Tim",1,91
KU Design Symposium,ADS 320,06:00,08:00 PM,Spring2023,2023,"Hossler, Tim",1,91
KU Design Symposium,ADS 320,06:00,08:00 PM,Spring2023,2023,"Hossler, Tim",1,91
KU Design Symposium,ADS 320,06:00,08:00 PM,Spring2023,2023,"Hossler, Tim",1,91
KU Design Symposium,ADS 320,06:00,08:00 PM,Spring2023,2023,"Hossler, Tim",1,91
KU Design Symposium,ADS 320,06:00,08:00 PM,Spring2023,2023,"Hossler, Tim",1,91
KU Design Symposium,ADS 320,06:00,08:00 PM,Spring2023,2023,"Hossler, Tim",1,91
